676011,A-02,POLVO,ABC,10 Kg,1/10/2020,1/10/2023,676011,,,,,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
798677,A-02,POLVO,ABC,10 Kg,1/10/2020,1/10/2023,798677,,,,,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
673868,A-02,POLVO,ABC,10 Kg,1/10/2020,1/10/2023,673868,,,,,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
676634,A-02,POLVO,ABC,10 Kg,1/10/2020,1/10/2024,676634,,,,,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
52138,L,AFFF,AB,100 Lts,1/5/2021,1/5/2022,52138,,,,,LOTE 95,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte
1179,E-16,CO2,BC,5 Kg,1/6/2021,1/6/2021,1179,,,,,LOTE 95,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte
692,,AFFF,AB,10 Lts,1/5/2020,1/5/2023,692,,,,,LOTE 95,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte
3473,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,3473,,,,,LOTE 95,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte
857995,F-19,CO2,BC,5 Kg,1/6/2021,1/6/2023,857995,,,,,LOTE 95,Vestuario de Operarios Central,Vest. Operarios Central
855784,F-19,CO2,BC,5 Kg,1/6/2021,1/6/2023,855784,,,,,LOTE 95,Vestuario de Operarios Central,Vest. Operarios Central
857928,F-19,CO2,BC,5 Kg,1/6/2021,1/6/2023,857928,,,,,LOTE 95,Vestuario de Operarios Central,Central termica
2632,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,2632,,,,,LOTE 95,Foresteria,Foresteria Cocina
5860,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,5860,,,,,#N/A,#N/A,#N/A
5191,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,5191,,,,,LOTE 95,Foresteria,Foresteria salon Break
852985,E-15,CO2,BC,3.5 Kg,1/11/2020,1/11/2023,852985,,,,,LOTE 95,Foresteria,Foresteria Hall
6404,C-06,HALON,ABC,5 Kg,1/3/2021,1/3/2021,6404,,,,,LOTE 95,Foresteria,Forestaria Auditorio
2956,A-00,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,2956,,,,,LOTE 95,Foresteria,Forestaria Auditorio
1491716,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2022,1491716,,,,,LOTE 95,Foresteria,Foresteria Slda. Emerg
385555,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2023,385555,,,,,#N/A,#N/A,#N/A
855630,E-15,CO2,BC,3.5 Kg,1/11/2020,1/11/2023,855630,,,,,LOTE 95,Foresteria,Forestaria Externo
857051,E-15,CO2,BC,3.5 Kg,1/11/2020,1/11/2023,857051,,,,,LOTE 95,Foresteria,Foresteria Aula
676595,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676595,,,,,LOTE 95,Puesto de Guardia Nº 3,Puesto de Guardia Nº 3
2508,E-15,CO2,BC,3.5 Kg,1/7/2021,1/7/2024,2508,,,,,LOTE 95,Puesto de Guardia Nº 3,Puesto de Guardia Nº 3
5450,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,5450,,,,,LOTE 95,Puesto Nº 1,Puesto Nº1
300355,G-22,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300355,,,,,LOTE 95,Isla Ecológica,Perimetro
281,G-21,AFFF,AB,10 Lts,1/12/2020,1/12/2023,281,,,,,LOTE 95,Isla Ecológica,Puesto Nº 8
468155,,POLVO,ABC,10 Kg,1/11/2020,1/11/2020,468155,,,,,LOTE 95,Isla Ecológica,Oficina
300147,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300147,,,,,#N/A,#N/A,#N/A
625293,B-04,AFFF,AB,10 Lts,1/11/2020,1/11/2020,625293,,,,,LOTE 95,Isla Ecológica,Focalizado
300301,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300301,,,,,LOTE 95,Isla Ecológica,Galp. Arg. Prensa
468894,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468894,,,,,LOTE 95,Isla Ecológica,Galp. Arg. Prensa
300237,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300237,,,,,LOTE 95,Isla Ecológica,Galp. Arg. Prensa
468420,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468420,,,,,LOTE 95,Isla Ecológica,Cuba Soluble
539678,L,CO2,BC,10 Kg,1/11/2020,1/11/2021,539678,,,,,LOTE 95,Isla Ecológica,Desar. Madera -ex UFO-
6746,,POLVO,ABC,5 Kg,1/10/2020,1/10/2021,6746,,,,,LOTE 95,Isla Ecológica,Sala de bombas
668475,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,668475,,,,,LOTE 95,Isla Ecológica,Box. Destruc. Plást.
468868,,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468868,,,,,LOTE 95,Isla Ecológica,Box desar. de motores
676633,B-04,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676633,,,,,LOTE 95,Isla Ecológica,Galp. Arg. Prensa
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,#N/A,#N/A,#N/A
